InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536114,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,2,2023-11-28 00:00:00,90.87,10010.0,Australia
544926,SWM-011A,MESH SARONG WRAP - FOREST GREEN,3,2023-01-31 00:00:00,32.82,10922.0,Australia
542743,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,4,2023-03-18 00:00:00,41.66,10685.0,Australia
536655,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,2,2023-07-20 00:00:00,61.21,10056.0,United States
538868,SWM-011A,MESH SARONG WRAP - FOREST GREEN,4,2023-09-05 00:00:00,32.06,10301.0,Australia
546486,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,3,2023-12-05 00:00:00,22.03,11096.0,Indonesia
545451,SWM-007A,BEADED ANKLET SET - GOLD,1,2023-06-06 00:00:00,16.61,10980.0,Australia
547446,SWM-016A,SHELL HAIR CLIP SET,3,2023-05-02 00:00:00,14.22,11189.0,Australia
541198,SWM-008A,WATERPROOF TOTE BAG - NATURAL,1,2023-08-21 00:00:00,45.44,10527.0,France
536463,SWM-011A,MESH SARONG WRAP - FOREST GREEN,3,2023-07-27 00:00:00,29.15,10045.0,Australia
541769,SWM-003A,HIGH-NECK RASH GUARD - NAVY,4,2023-10-01 00:00:00,53.47,10574.0,Australia
542568,SWM-008A,WATERPROOF TOTE BAG - NATURAL,3,2023-09-30 00:00:00,43.65,10665.0,United States
547049,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,1,2023-06-20 00:00:00,53.25,11161.0,Germany
538464,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,4,2023-04-26 00:00:00,66.48,10261.0,Japan
546406,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,1,2023-09-30 00:00:00,27.5,11087.0,New Zealand
539954,SWM-008A,WATERPROOF TOTE BAG - NATURAL,2,2023-04-03 00:00:00,41.9,10401.0,France
544153,SWM-010B,BIKINI BOTTOM MINIMALIST - TERRACOTTA,3,2023-10-18 00:00:00,33.12,10840.0,Spain
547155,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,3,2023-12-04 00:00:00,21.72,11167.0,France
539143,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,4,2023-06-10 00:00:00,59.18,10328.0,Portugal
541009,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,3,2023-06-18 00:00:00,39.72,10509.0,Australia
544970,SWM-016A,SHELL HAIR CLIP SET,3,2023-05-16 00:00:00,15.33,10926.0,Australia
C537728,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,-1,2023-02-04 00:00:00,26.86,10180.0,Indonesia
545839,SWM-017A,SURF JOURNAL - KRAFT,3,2023-06-07 00:00:00,17.61,11021.0,Australia
543559,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,1,2023-03-10 00:00:00,65.05,10775.0,Australia
538009,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,4,2023-11-03 00:00:00,26.39,10211.0,Indonesia
538815,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,4,2023-02-28 00:00:00,36.22,10297.0,United States
547254,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,1,2023-11-14 00:00:00,39.51,11173.0,Australia
544920,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,4,2023-07-23 00:00:00,41.66,10921.0,Australia
543270,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,4,2023-04-09 00:00:00,40.74,10739.0,Portugal
546190,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,1,2023-10-08 00:00:00,42.46,11064.0,United States
536026,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,1,2023-12-16 00:00:00,43.81,10002.0,Australia
540419,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,2,2023-06-20 00:00:00,59.47,10452.0,Australia
545602,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,4,2023-07-15 00:00:00,41.2,10996.0,Indonesia
544423,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,4,2023-04-26 00:00:00,44.97,10869.0,Indonesia
536622,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,2,2023-03-12 00:00:00,21.89,10055.0,Australia
540043,SWM-010B,BIKINI BOTTOM MINIMALIST - TERRACOTTA,4,2023-06-16 00:00:00,36.38,10411.0,Canada
546917,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,3,2023-04-27 00:00:00,67.19,11145.0,France
537305,SWM-016A,SHELL HAIR CLIP SET,3,2023-07-15 00:00:00,15.1,10138.0,Australia
544022,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,2,2023-06-13 00:00:00,40.02,10826.0,France
537552,SWM-012A,SURF WAX KIT - COOL,3,2023-11-10 00:00:00,11.65,10161.0,Australia
543201,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,2,2023-01-22 00:00:00,27.8,10730.0,Australia
537976,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,1,2023-06-28 00:00:00,26.44,10208.0,United States
536358,SWM-017A,SURF JOURNAL - KRAFT,3,2023-08-20 00:00:00,18.69,10036.0,New Zealand
536114,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,2,2023-11-28 00:00:00,60.76,10010.0,Australia
543315,SWM-016A,SHELL HAIR CLIP SET,3,2023-09-06 00:00:00,15.52,10745.0,United States
541443,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,2,2023-02-17 00:00:00,43.42,10547.0,France
546214,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,3,2023-04-11 00:00:00,34.38,11067.0,Australia
544964,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,2,2023-04-30 00:00:00,43.3,10924.0,Spain
539695,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,4,2023-06-10 00:00:00,72.09,10372.0,Indonesia
547532,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,3,2023-08-13 00:00:00,38.86,11199.0,Australia
542977,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,4,2023-05-14 00:00:00,49.9,10709.0,Australia
546261,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,4,2023-07-24 00:00:00,36.99,11074.0,United States
544836,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,1,2023-11-14 00:00:00,40.68,10912.0,Canada
545426,SWM-012A,SURF WAX KIT - COOL,4,2023-09-22 00:00:00,12.58,10978.0,United States
541997,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,4,2023-10-21 00:00:00,57.64,10593.0,Australia
539801,SWM-008A,WATERPROOF TOTE BAG - NATURAL,4,2023-08-21 00:00:00,46.36,10387.0,Portugal
538451,SWM-008A,WATERPROOF TOTE BAG - NATURAL,1,2023-06-05 00:00:00,42.16,10258.0,United States
546753,SWM-003A,HIGH-NECK RASH GUARD - NAVY,2,2023-07-30 00:00:00,52.38,11130.0,Australia
540650,SWM-011A,MESH SARONG WRAP - FOREST GREEN,3,2023-04-16 00:00:00,32.3,10483.0,United States
542618,SWM-017A,SURF JOURNAL - KRAFT,1,2023-04-08 00:00:00,17.35,10672.0,Portugal
546533,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,3,2023-04-22 00:00:00,21.38,11104.0,Brazil
539871,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,4,2023-05-20 00:00:00,28.4,10392.0,Brazil
539176,SWM-010B,BIKINI BOTTOM MINIMALIST - TERRACOTTA,2,2023-07-03 00:00:00,33.74,10331.0,Portugal
537046,SWM-017A,SURF JOURNAL - KRAFT,2,2023-06-14 00:00:00,18.46,10109.0,Australia
546722,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,2,2023-03-02 00:00:00,38.56,11129.0,Australia
540721,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,1,2023-09-02 00:00:00,50.94,10490.0,France
542731,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,4,2023-07-02 00:00:00,25.34,10684.0,Australia
545544,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,2,2023-01-13 00:00:00,67.54,10994.0,New Zealand
540672,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,4,2023-03-16 00:00:00,48.74,10488.0,France
540089,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,1,2023-11-21 00:00:00,38.69,10416.0,Portugal
541848,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,1,2023-12-01 00:00:00,68.39,10582.0,Brazil
537440,SWM-008A,WATERPROOF TOTE BAG - NATURAL,4,2023-07-25 00:00:00,46.77,10151.0,Indonesia
543483,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,4,2023-06-03 00:00:00,41.99,10764.0,New Zealand
546764,SWM-003A,HIGH-NECK RASH GUARD - NAVY,1,2023-12-28 00:00:00,50.57,11130.0,Australia
539513,SWM-010B,BIKINI BOTTOM MINIMALIST - TERRACOTTA,3,2023-10-14 00:00:00,37.44,10357.0,Australia
536011,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,1,2023-05-29 00:00:00,85.17,10002.0,Australia
539356,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,4,2023-02-16 00:00:00,38.22,10341.0,New Zealand
538340,SWM-012A,SURF WAX KIT - COOL,3,2023-08-17 00:00:00,12.55,10245.0,United Kingdom
543345,SWM-007A,BEADED ANKLET SET - GOLD,3,2023-05-19 00:00:00,17.8,10749.0,Portugal
545596,SWM-016A,SHELL HAIR CLIP SET,3,2023-05-10 00:00:00,15.11,10996.0,Indonesia
544676,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,4,2023-04-27 00:00:00,58.67,10895.0,Indonesia
547316,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,4,2023-04-27 00:00:00,27.91,11177.0,Australia
536780,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,2,2023-11-21 00:00:00,72.04,10075.0,United States
540624,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,3,2023-12-13 00:00:00,26.01,10478.0,United States
544457,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,3,2023-06-03 00:00:00,38.83,10871.0,United States
540359,SWM-007A,BEADED ANKLET SET - GOLD,3,2023-01-22 00:00:00,16.78,10446.0,Indonesia
536799,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,1,2023-02-23 00:00:00,53.03,10079.0,United States
546578,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,2,2023-07-08 00:00:00,91.05,11107.0,Indonesia
540025,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,4,2023-08-31 00:00:00,41.3,10409.0,Australia
538372,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,2,2023-10-01 00:00:00,71.49,10246.0,France
540205,SWM-007A,BEADED ANKLET SET - GOLD,4,2023-04-26 00:00:00,16.41,10432.0,United States
545411,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,4,2023-07-22 00:00:00,35.21,10976.0,Australia
536968,SWM-003A,HIGH-NECK RASH GUARD - NAVY,2,2023-10-01 00:00:00,56.64,10103.0,Australia
547229,SWM-010B,BIKINI BOTTOM MINIMALIST - TERRACOTTA,3,2023-02-12 00:00:00,35.83,11172.0,Australia
536543,SWM-007A,BEADED ANKLET SET - GOLD,2,2023-05-17 00:00:00,17.89,10050.0,Australia
546115,SWM-003A,HIGH-NECK RASH GUARD - NAVY,2,2023-10-30 00:00:00,50.8,11058.0,Australia
541245,SWM-007A,BEADED ANKLET SET - GOLD,2,2023-08-20 00:00:00,17.65,10531.0,United States
539627,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,1,2023-10-23 00:00:00,66.62,10365.0,United States
542733,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,1,2023-08-27 00:00:00,48.76,10684.0,Australia
537257,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,4,2023-10-28 00:00:00,28.25,10133.0,Germany
544070,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,3,2023-07-24 00:00:00,37.35,10831.0,United States
546621,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,2,2023-05-08 00:00:00,22.6,11116.0,United Kingdom
543026,SWM-016A,SHELL HAIR CLIP SET,4,2023-01-20 00:00:00,15.68,10713.0,Australia
537251,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,1,2023-04-16 00:00:00,37.38,10133.0,Germany
543538,SWM-017A,SURF JOURNAL - KRAFT,2,2023-10-13 00:00:00,19.06,10770.0,France
546459,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,4,2023-04-11 00:00:00,20.78,11093.0,United States
544347,SWM-016A,SHELL HAIR CLIP SET,3,2023-07-28 00:00:00,15.51,10862.0,Spain
540314,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,3,2023-09-12 00:00:00,22.05,10440.0,Australia
546120,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,3,2023-11-29 00:00:00,45.52,11058.0,Australia
542700,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,4,2023-11-20 00:00:00,20.29,10679.0,Australia
542310,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,1,2023-04-05 00:00:00,61.56,10632.0,Spain
536322,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,2,2023-11-27 00:00:00,40.95,10032.0,United States
539232,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,4,2023-12-31 00:00:00,74.15,10332.0,Australia
542645,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,1,2023-02-20 00:00:00,63.45,10675.0,United States
544347,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,4,2023-07-28 00:00:00,40.14,10862.0,Spain
539765,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,4,2023-01-22 00:00:00,35.18,10382.0,New Zealand
536436,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,2,2023-04-24 00:00:00,26.65,10042.0,Australia
536898,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,4,2023-01-01 00:00:00,41.73,10095.0,Brazil
539572,SWM-017A,SURF JOURNAL - KRAFT,4,2023-09-05 00:00:00,18.19,10363.0,Indonesia
539058,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,3,2023-02-12 00:00:00,34.29,10317.0,Portugal
545758,SWM-017A,SURF JOURNAL - KRAFT,2,2023-06-06 00:00:00,18.47,11006.0,Australia
546790,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,4,2023-09-19 00:00:00,64.58,11131.0,Australia
540418,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,2,2023-09-20 00:00:00,34.21,10451.0,Canada
541508,SWM-003A,HIGH-NECK RASH GUARD - NAVY,4,2023-01-24 00:00:00,54.22,10553.0,Australia
541813,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,1,2023-09-05 00:00:00,50.04,10581.0,Australia
537185,SWM-007A,BEADED ANKLET SET - GOLD,1,2023-08-23 00:00:00,17.17,10125.0,New Zealand
545681,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,4,2023-12-18 00:00:00,44.09,11000.0,United States
545934,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,1,2023-08-27 00:00:00,36.33,11035.0,France
545752,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,4,2023-04-11 00:00:00,47.45,11006.0,Australia
539240,SWM-017A,SURF JOURNAL - KRAFT,1,2023-03-18 00:00:00,19.08,10333.0,Indonesia
538385,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,3,2023-06-14 00:00:00,35.14,10248.0,Spain
539837,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,2,2023-10-13 00:00:00,58.88,10388.0,United States
536300,SWM-016A,SHELL HAIR CLIP SET,4,2023-06-04 00:00:00,15.45,10031.0,United States
541541,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,3,2023-12-04 00:00:00,39.11,10553.0,Australia
540299,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,3,2023-12-20 00:00:00,20.13,10437.0,Australia
543274,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,2,2023-10-24 00:00:00,60.16,10739.0,Portugal
544231,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,2,2023-08-13 00:00:00,21.12,10848.0,Australia
541193,SWM-003A,HIGH-NECK RASH GUARD - NAVY,3,2023-03-05 00:00:00,55.7,10527.0,France
538393,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,2,2023-11-18 00:00:00,37.82,10248.0,Spain
540915,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,2,2023-12-02 00:00:00,71.29,10501.0,Australia
543574,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,4,2023-12-16 00:00:00,71.03,10775.0,Australia
542436,SWM-010B,BIKINI BOTTOM MINIMALIST - TERRACOTTA,2,2023-08-09 00:00:00,36.19,10641.0,France
541260,SWM-012A,SURF WAX KIT - COOL,4,2023-09-11 00:00:00,11.92,10535.0,United States
545385,SWM-011A,MESH SARONG WRAP - FOREST GREEN,2,2023-11-27 00:00:00,33.48,10970.0,United Kingdom
545355,SWM-012A,SURF WAX KIT - COOL,4,2023-08-17 00:00:00,11.51,10962.0,United States
536468,SWM-011A,MESH SARONG WRAP - FOREST GREEN,4,2023-09-12 00:00:00,31.2,10045.0,Australia
540090,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,4,2023-09-24 00:00:00,43.66,10417.0,Spain
538114,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,4,2023-02-13 00:00:00,36.12,10224.0,France
536681,SWM-010B,BIKINI BOTTOM MINIMALIST - TERRACOTTA,2,2023-04-11 00:00:00,37.63,10063.0,United States
537838,SWM-016A,SHELL HAIR CLIP SET,2,2023-10-23 00:00:00,14.29,10195.0,Indonesia
542209,SWM-012A,SURF WAX KIT - COOL,2,2023-06-02 00:00:00,12.46,10621.0,United States
540816,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,1,2023-12-14 00:00:00,29.1,10494.0,Australia
543630,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,1,2023-04-29 00:00:00,54.04,10781.0,Brazil
546716,SWM-003A,HIGH-NECK RASH GUARD - NAVY,3,2023-08-05 00:00:00,51.65,11128.0,United States
544548,SWM-003A,HIGH-NECK RASH GUARD - NAVY,1,2023-02-03 00:00:00,57.35,10883.0,Australia
540435,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,1,2023-05-25 00:00:00,41.97,10454.0,United States
541508,SWM-012A,SURF WAX KIT - COOL,3,2023-01-24 00:00:00,11.34,10553.0,Australia
537250,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,2,2023-01-27 00:00:00,42.42,10133.0,Germany
545083,SWM-010B,BIKINI BOTTOM MINIMALIST - TERRACOTTA,4,2023-02-14 00:00:00,37.2,10935.0,Australia
547390,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,4,2023-05-22 00:00:00,57.18,11184.0,Indonesia
545856,SWM-012A,SURF WAX KIT - COOL,3,2023-10-27 00:00:00,11.64,11024.0,Australia
539628,SWM-010B,BIKINI BOTTOM MINIMALIST - TERRACOTTA,1,2023-11-17 00:00:00,32.62,10365.0,United States
541350,SWM-011A,MESH SARONG WRAP - FOREST GREEN,2,2023-12-08 00:00:00,32.84,10540.0,New Zealand
544083,SWM-017A,SURF JOURNAL - KRAFT,4,2023-01-23 00:00:00,18.25,10834.0,France
544308,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,1,2023-04-16 00:00:00,66.25,10855.0,United States
537605,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,1,2023-05-13 00:00:00,26.86,10165.0,Canada
543584,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,1,2023-08-30 00:00:00,75.95,10777.0,Australia
539917,SWM-017A,SURF JOURNAL - KRAFT,4,2023-10-14 00:00:00,18.36,10397.0,Australia
541366,SWM-017A,SURF JOURNAL - KRAFT,4,2023-11-11 00:00:00,17.91,10541.0,Australia
544740,SWM-016A,SHELL HAIR CLIP SET,1,2023-06-23 00:00:00,14.08,10900.0,United States
542831,SWM-001B,PRINTED SURF BIKINI BOTTOM - CORAL,3,2023-08-07 00:00:00,34.75,10693.0,Australia
C536341,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,-3,2023-05-03 00:00:00,20.05,10035.0,Australia
536861,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,2,2023-09-24 00:00:00,41.04,10090.0,Germany
536792,SWM-003A,HIGH-NECK RASH GUARD - NAVY,1,2023-04-22 00:00:00,51.46,10078.0,Australia
542986,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,4,2023-04-14 00:00:00,45.86,10711.0,Australia
546438,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,1,2023-07-09 00:00:00,56.14,11091.0,United States
539019,SWM-003A,HIGH-NECK RASH GUARD - NAVY,4,2023-06-12 00:00:00,51.13,10310.0,Australia
545790,SWM-003A,HIGH-NECK RASH GUARD - NAVY,1,2023-11-30 00:00:00,56.92,11010.0,New Zealand
539587,SWM-011A,MESH SARONG WRAP - FOREST GREEN,3,2023-05-17 00:00:00,32.74,10364.0,Indonesia
542226,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,2,2023-06-29 00:00:00,40.11,10623.0,Australia
541735,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,4,2023-07-31 00:00:00,29.36,10571.0,France
540586,SWM-012A,SURF WAX KIT - COOL,2,2023-10-12 00:00:00,11.49,10473.0,Indonesia
540465,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,3,2023-04-14 00:00:00,21.8,10459.0,United States
547504,SWM-008A,WATERPROOF TOTE BAG - NATURAL,1,2023-11-13 00:00:00,47.25,11198.0,United States
538596,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,3,2023-06-24 00:00:00,26.88,10271.0,Australia
537255,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,1,2023-08-14 00:00:00,35.22,10133.0,Germany
544525,SWM-010B,BIKINI BOTTOM MINIMALIST - TERRACOTTA,1,2023-02-25 00:00:00,37.69,10882.0,Australia
538799,SWM-003A,HIGH-NECK RASH GUARD - NAVY,1,2023-04-19 00:00:00,54.66,10296.0,New Zealand
541342,SWM-017A,SURF JOURNAL - KRAFT,1,2023-10-20 00:00:00,18.4,10540.0,New Zealand
540038,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,2,2023-05-02 00:00:00,43.82,10411.0,Canada
538032,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,4,2023-02-17 00:00:00,40.71,10213.0,United States
541198,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,2,2023-08-21 00:00:00,40.34,10527.0,France
C543380,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,-1,2023-11-13 00:00:00,89.53,10751.0,Spain
536031,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,1,2023-02-08 00:00:00,76.91,10003.0,Spain
544902,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,2,2023-10-04 00:00:00,22.83,10919.0,Australia
544272,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,4,2023-06-28 00:00:00,22.14,10851.0,Australia
542568,SWM-016A,SHELL HAIR CLIP SET,4,2023-09-30 00:00:00,15.26,10665.0,United States
538815,SWM-003A,HIGH-NECK RASH GUARD - NAVY,3,2023-02-28 00:00:00,53.88,10297.0,United States
546157,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,1,2023-12-21 00:00:00,53.7,11060.0,Spain
542022,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,4,2023-12-28 00:00:00,80.26,10595.0,Spain
541748,SWM-009A,UV50 LONG-SLEEVE SWIM TOP - BLACK,1,2023-12-07 00:00:00,56.98,10571.0,France
543312,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,4,2023-10-24 00:00:00,38.19,10744.0,Australia
543346,SWM-002A,RIBBED ONE-PIECE SWIMSUIT - SAND,4,2023-07-15 00:00:00,84.7,10749.0,Portugal
545848,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,3,2023-08-09 00:00:00,49.78,11022.0,Spain
539730,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,4,2023-03-25 00:00:00,21.98,10377.0,Indonesia
539866,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,2,2023-02-22 00:00:00,22.33,10392.0,Brazil
545041,SWM-014B,REVERSIBLE BIKINI BOTTOM - BLACK/WHITE,1,2023-12-08 00:00:00,38.99,10932.0,Australia
542887,SWM-003A,HIGH-NECK RASH GUARD - NAVY,1,2023-10-13 00:00:00,52.56,10698.0,United States
540472,SWM-012A,SURF WAX KIT - COOL,3,2023-08-26 00:00:00,12.49,10460.0,Australia
537581,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,1,2023-07-19 00:00:00,71.32,10163.0,Portugal
536667,SWM-005A,TERRY CLOTH BUCKET HAT - ECRU,3,2023-07-26 00:00:00,25.34,10058.0,New Zealand
539368,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,1,2023-01-27 00:00:00,41.93,10342.0,Australia
543835,SWM-003A,HIGH-NECK RASH GUARD - NAVY,3,2023-04-12 00:00:00,53.88,10802.0,New Zealand
537633,SWM-016A,SHELL HAIR CLIP SET,1,2023-02-09 00:00:00,15.07,10170.0,United States
542970,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,2,2023-08-06 00:00:00,41.61,10708.0,New Zealand
538511,SWM-006A,RECYCLED NYLON BOARD SHORTS - OLIVE,4,2023-01-10 00:00:00,62.62,10267.0,United States
542597,SWM-011A,MESH SARONG WRAP - FOREST GREEN,4,2023-08-13 00:00:00,32.16,10670.0,Indonesia
539363,SWM-001A,PRINTED SURF BIKINI TOP - CORAL,2,2023-12-24 00:00:00,39.17,10341.0,New Zealand
547320,SWM-010B,BIKINI BOTTOM MINIMALIST - TERRACOTTA,1,2023-05-28 00:00:00,32.67,11177.0,Australia
537390,SWM-008A,WATERPROOF TOTE BAG - NATURAL,4,2023-12-20 00:00:00,44.58,10146.0,Portugal
539292,SWM-004A,LINEN BEACH COVER-UP DRESS - WHITE,4,2023-10-12 00:00:00,67.16,10334.0,Australia
537027,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,3,2023-06-17 00:00:00,53.17,10106.0,Portugal
542538,SWM-015A,PACKABLE BEACH BLANKET - STRIPE,3,2023-10-26 00:00:00,47.36,10658.0,Japan
545772,SWM-010A,BIKINI TOP MINIMALIST - TERRACOTTA,2,2023-08-26 00:00:00,38.46,11008.0,Australia
547259,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,4,2023-02-02 00:00:00,45.91,11174.0,France
539759,SWM-017A,SURF JOURNAL - KRAFT,1,2023-07-27 00:00:00,18.99,10379.0,Australia
C544579,SWM-014A,REVERSIBLE BIKINI TOP - BLACK/WHITE,-4,2023-07-03 00:00:00,42.19,10885.0,Australia
537778,SWM-013A,BIODEGRADABLE SUNSCREEN SPF50,4,2023-10-28 00:00:00,19.97,10186.0,Portugal
537097,SWM-010B,BIKINI BOTTOM MINIMALIST - TERRACOTTA,4,2023-10-11 00:00:00,34.1,10113.0,Australia
